unique_instrument_id,windcode,windcode_simp
SHFE|F|PB|2607,PB2607.SHF,PB607.SHF
SHFE|F|PB|2608,PB2608.SHF,PB608.SHF
SHFE|F|PB|2609,PB2609.SHF,PB609.SHF
SHFE|F|PB|2610,PB2610.SHF,PB610.SHF
SHFE|F|PB|2611,PB2611.SHF,PB611.SHF
SHFE|F|RB|2501,RB2501.SHF,RB501.SHF
SHFE|F|RB|2502,RB2502.SHF,RB502.SHF
SHFE|F|RB|2503,RB2503.SHF,RB503.SHF
SHFE|F|RB|2504,RB2504.SHF,RB504.SHF
SHFE|F|RB|2505,RB2505.SHF,RB505.SHF
SHFE|F|RB|2506,RB2506.SHF,RB506.SHF
SHFE|F|RB|2507,RB2507.SHF,RB507.SHF
SHFE|F|RB|2508,RB2508.SHF,RB508.SHF
SHFE|F|RB|2509,RB2509.SHF,RB509.SHF
SHFE|F|RB|2510,RB2510.SHF,RB510.SHF
SHFE|F|RB|2511,RB2511.SHF,RB511.SHF
SHFE|F|RB|2512,RB2512.SHF,RB512.SHF
SHFE|F|RB|2601,RB2601.SHF,RB601.SHF
SHFE|F|RB|2602,RB2602.SHF,RB602.SHF
SHFE|F|RB|2603,RB2603.SHF,RB603.SHF
SHFE|F|RB|2604,RB2604.SHF,RB604.SHF
SHFE|F|RB|2605,RB2605.SHF,RB605.SHF
SHFE|F|RB|2606,RB2606.SHF,RB606.SHF
SHFE|F|RB|2607,RB2607.SHF,RB607.SHF
SHFE|F|RB|2608,RB2608.SHF,RB608.SHF
SHFE|F|RB|2609,RB2609.SHF,RB609.SHF
SHFE|F|RB|2610,RB2610.SHF,RB610.SHF
SHFE|F|RB|2611,RB2611.SHF,RB611.SHF
SHFE|F|RU|2501,RU2501.SHF,RU501.SHF
SHFE|F|RU|2503,RU2503.SHF,RU503.SHF
SHFE|F|RU|2504,RU2504.SHF,RU504.SHF
SHFE|F|RU|2505,RU2505.SHF,RU505.SHF
SHFE|F|RU|2506,RU2506.SHF,RU506.SHF
SHFE|F|RU|2507,RU2507.SHF,RU507.SHF
SHFE|F|RU|2508,RU2508.SHF,RU508.SHF
SHFE|F|RU|2509,RU2509.SHF,RU509.SHF
SHFE|F|RU|2510,RU2510.SHF,RU510.SHF
SHFE|F|RU|2511,RU2511.SHF,RU511.SHF
SHFE|F|RU|2601,RU2601.SHF,RU601.SHF
SHFE|F|RU|2603,RU2603.SHF,RU603.SHF
SHFE|F|RU|2604,RU2604.SHF,RU604.SHF
SHFE|F|RU|2605,RU2605.SHF,RU605.SHF
SHFE|F|RU|2606,RU2606.SHF,RU606.SHF
SHFE|F|RU|2607,RU2607.SHF,RU607.SHF
SHFE|F|RU|2608,RU2608.SHF,RU608.SHF
SHFE|F|RU|2609,RU2609.SHF,RU609.SHF
SHFE|F|RU|2610,RU2610.SHF,RU610.SHF
SHFE|F|RU|2611,RU2611.SHF,RU611.SHF
SHFE|F|SN|2501,SN2501.SHF,SN501.SHF
SHFE|F|SN|2502,SN2502.SHF,SN502.SHF
SHFE|F|SN|2503,SN2503.SHF,SN503.SHF
SHFE|F|SN|2504,SN2504.SHF,SN504.SHF
SHFE|F|SN|2505,SN2505.SHF,SN505.SHF
SHFE|F|SN|2506,SN2506.SHF,SN506.SHF
SHFE|F|SN|2507,SN2507.SHF,SN507.SHF
SHFE|F|SN|2508,SN2508.SHF,SN508.SHF
SHFE|F|SN|2509,SN2509.SHF,SN509.SHF
SHFE|F|SN|2510,SN2510.SHF,SN510.SHF
SHFE|F|SN|2511,SN2511.SHF,SN511.SHF
SHFE|F|SN|2512,SN2512.SHF,SN512.SHF
SHFE|F|SN|2601,SN2601.SHF,SN601.SHF
SHFE|F|SN|2602,SN2602.SHF,SN602.SHF
SHFE|F|SN|2603,SN2603.SHF,SN603.SHF
SHFE|F|SN|2604,SN2604.SHF,SN604.SHF
SHFE|F|SN|2605,SN2605.SHF,SN605.SHF
SHFE|F|SN|2606,SN2606.SHF,SN606.SHF
SHFE|F|SN|2607,SN2607.SHF,SN607.SHF
SHFE|F|SN|2608,SN2608.SHF,SN608.SHF
SHFE|F|SN|2609,SN2609.SHF,SN609.SHF
SHFE|F|SN|2610,SN2610.SHF,SN610.SHF
SHFE|F|SN|2611,SN2611.SHF,SN611.SHF
SHFE|F|SP|2501,SP2501.SHF,SP501.SHF
SHFE|F|SP|2502,SP2502.SHF,SP502.SHF
SHFE|F|SP|2503,SP2503.SHF,SP503.SHF
SHFE|F|SP|2504,SP2504.SHF,SP504.SHF
SHFE|F|SP|2505,SP2505.SHF,SP505.SHF
SHFE|F|SP|2506,SP2506.SHF,SP506.SHF
SHFE|F|SP|2507,SP2507.SHF,SP507.SHF
SHFE|F|SP|2508,SP2508.SHF,SP508.SHF
SHFE|F|SP|2509,SP2509.SHF,SP509.SHF
SHFE|F|SP|2510,SP2510.SHF,SP510.SHF
SHFE|F|SP|2511,SP2511.SHF,SP511.SHF
SHFE|F|SP|2512,SP2512.SHF,SP512.SHF
SHFE|F|SP|2601,SP2601.SHF,SP601.SHF
SHFE|F|SP|2602,SP2602.SHF,SP602.SHF
SHFE|F|SP|2603,SP2603.SHF,SP603.SHF
SHFE|F|SP|2604,SP2604.SHF,SP604.SHF
SHFE|F|SP|2605,SP2605.SHF,SP605.SHF
SHFE|F|SP|2606,SP2606.SHF,SP606.SHF
SHFE|F|SP|2607,SP2607.SHF,SP607.SHF
SHFE|F|SP|2608,SP2608.SHF,SP608.SHF
SHFE|F|SP|2609,SP2609.SHF,SP609.SHF
SHFE|F|SP|2610,SP2610.SHF,SP610.SHF
SHFE|F|SP|2611,SP2611.SHF,SP611.SHF
SHFE|F|SS|2501,SS2501.SHF,SS501.SHF
SHFE|F|SS|2502,SS2502.SHF,SS502.SHF
SHFE|F|SS|2503,SS2503.SHF,SS503.SHF
SHFE|F|SS|2504,SS2504.SHF,SS504.SHF
SHFE|F|SS|2505,SS2505.SHF,SS505.SHF
SHFE|F|SS|2506,SS2506.SHF,SS506.SHF
SHFE|F|SS|2507,SS2507.SHF,SS507.SHF
SHFE|F|SS|2508,SS2508.SHF,SS508.SHF
SHFE|F|SS|2509,SS2509.SHF,SS509.SHF
SHFE|F|SS|2510,SS2510.SHF,SS510.SHF
SHFE|F|SS|2511,SS2511.SHF,SS511.SHF
SHFE|F|SS|2512,SS2512.SHF,SS512.SHF
SHFE|F|SS|2601,SS2601.SHF,SS601.SHF
SHFE|F|SS|2602,SS2602.SHF,SS602.SHF
SHFE|F|SS|2603,SS2603.SHF,SS603.SHF
SHFE|F|SS|2604,SS2604.SHF,SS604.SHF
SHFE|F|SS|2605,SS2605.SHF,SS605.SHF
SHFE|F|SS|2606,SS2606.SHF,SS606.SHF
SHFE|F|SS|2607,SS2607.SHF,SS607.SHF
SHFE|F|SS|2608,SS2608.SHF,SS608.SHF
SHFE|F|SS|2609,SS2609.SHF,SS609.SHF
SHFE|F|SS|2610,SS2610.SHF,SS610.SHF
SHFE|F|SS|2611,SS2611.SHF,SS611.SHF
SHFE|F|WR|2501,WR2501.SHF,WR501.SHF
SHFE|F|WR|2502,WR2502.SHF,WR502.SHF
SHFE|F|WR|2503,WR2503.SHF,WR503.SHF
SHFE|F|WR|2504,WR2504.SHF,WR504.SHF
SHFE|F|WR|2505,WR2505.SHF,WR505.SHF
SHFE|F|WR|2506,WR2506.SHF,WR506.SHF
SHFE|F|WR|2507,WR2507.SHF,WR507.SHF
SHFE|F|WR|2508,WR2508.SHF,WR508.SHF
SHFE|F|WR|2509,WR2509.SHF,WR509.SHF
SHFE|F|WR|2510,WR2510.SHF,WR510.SHF
SHFE|F|WR|2511,WR2511.SHF,WR511.SHF
SHFE|F|WR|2512,WR2512.SHF,WR512.SHF
SHFE|F|WR|2601,WR2601.SHF,WR601.SHF
SHFE|F|WR|2602,WR2602.SHF,WR602.SHF
SHFE|F|WR|2603,WR2603.SHF,WR603.SHF
SHFE|F|WR|2604,WR2604.SHF,WR604.SHF
SHFE|F|WR|2605,WR2605.SHF,WR605.SHF
SHFE|F|WR|2606,WR2606.SHF,WR606.SHF
SHFE|F|WR|2607,WR2607.SHF,WR607.SHF
SHFE|F|WR|2608,WR2608.SHF,WR608.SHF
SHFE|F|WR|2609,WR2609.SHF,WR609.SHF
SHFE|F|WR|2610,WR2610.SHF,WR610.SHF
SHFE|F|WR|2611,WR2611.SHF,WR611.SHF
SHFE|F|ZN|2501,ZN2501.SHF,ZN501.SHF
SHFE|F|ZN|2502,ZN2502.SHF,ZN502.SHF
SHFE|F|ZN|2503,ZN2503.SHF,ZN503.SHF
SHFE|F|ZN|2504,ZN2504.SHF,ZN504.SHF
SHFE|F|ZN|2505,ZN2505.SHF,ZN505.SHF
SHFE|F|ZN|2506,ZN2506.SHF,ZN506.SHF
SHFE|F|ZN|2507,ZN2507.SHF,ZN507.SHF
SHFE|F|ZN|2508,ZN2508.SHF,ZN508.SHF
SHFE|F|ZN|2509,ZN2509.SHF,ZN509.SHF
SHFE|F|ZN|2510,ZN2510.SHF,ZN510.SHF
SHFE|F|ZN|2511,ZN2511.SHF,ZN511.SHF
SHFE|F|ZN|2512,ZN2512.SHF,ZN512.SHF
SHFE|F|ZN|2601,ZN2601.SHF,ZN601.SHF
SHFE|F|ZN|2602,ZN2602.SHF,ZN602.SHF
SHFE|F|ZN|2603,ZN2603.SHF,ZN603.SHF
SHFE|F|ZN|2604,ZN2604.SHF,ZN604.SHF
SHFE|F|ZN|2605,ZN2605.SHF,ZN605.SHF
SHFE|F|ZN|2606,ZN2606.SHF,ZN606.SHF
SHFE|F|ZN|2607,ZN2607.SHF,ZN607.SHF
SHFE|F|ZN|2608,ZN2608.SHF,ZN608.SHF
SHFE|F|ZN|2609,ZN2609.SHF,ZN609.SHF
SHFE|F|ZN|2610,ZN2610.SHF,ZN610.SHF
SHFE|F|ZN|2611,ZN2611.SHF,ZN611.SHF
